Subdivision,Year,Month,Rainfall_mm
Andaman & Nicobar Islands,1956,5,491.800
Andaman & Nicobar Islands,1956,6,343.100
Andaman & Nicobar Islands,1956,7,468.400
Andaman & Nicobar Islands,1956,8,467.700
Andaman & Nicobar Islands,1956,9,325.100
Andaman & Nicobar Islands,1956,10,458.700
Andaman & Nicobar Islands,1956,11,164.100
Andaman & Nicobar Islands,1956,12,70.500
Andaman & Nicobar Islands,1957,1,28.000
Andaman & Nicobar Islands,1957,2,19.300
Andaman & Nicobar Islands,1957,3,4.600
Andaman & Nicobar Islands,1957,4,19.000
Andaman & Nicobar Islands,1957,5,142.400
Andaman & Nicobar Islands,1957,6,741.900
Andaman & Nicobar Islands,1957,7,316.200
Andaman & Nicobar Islands,1957,8,421.300
Andaman & Nicobar Islands,1957,9,354.300
Andaman & Nicobar Islands,1957,10,299.700
Andaman & Nicobar Islands,1957,11,88.600
Andaman & Nicobar Islands,1957,12,71.900
Andaman & Nicobar Islands,1958,1,22.900
Andaman & Nicobar Islands,1958,2,14.300
Andaman & Nicobar Islands,1958,3,30.400
Andaman & Nicobar Islands,1958,4,24.600
Andaman & Nicobar Islands,1958,5,355.100
Andaman & Nicobar Islands,1958,6,530.700
Andaman & Nicobar Islands,1958,7,440.700
Andaman & Nicobar Islands,1958,8,388.400
Andaman & Nicobar Islands,1958,9,350.600
Andaman & Nicobar Islands,1958,10,265.200
Andaman & Nicobar Islands,1958,11,313.800
Andaman & Nicobar Islands,1958,12,70.700
Andaman & Nicobar Islands,1959,1,10.100
Andaman & Nicobar Islands,1959,2,1.800
Andaman & Nicobar Islands,1959,3,31.300
Andaman & Nicobar Islands,1959,4,86.700
Andaman & Nicobar Islands,1959,5,238.100
Andaman & Nicobar Islands,1959,6,455.700
Andaman & Nicobar Islands,1959,7,817.100
Andaman & Nicobar Islands,1959,8,409.300
Andaman & Nicobar Islands,1959,9,589.600
Andaman & Nicobar Islands,1959,10,332.700
Andaman & Nicobar Islands,1959,11,242.500
Andaman & Nicobar Islands,1959,12,128.500
Andaman & Nicobar Islands,1960,1,104.200
Andaman & Nicobar Islands,1960,2,72.400
Andaman & Nicobar Islands,1960,3,12.100
Andaman & Nicobar Islands,1960,4,53.500
Andaman & Nicobar Islands,1960,5,535.400
Andaman & Nicobar Islands,1960,6,541.500
Andaman & Nicobar Islands,1960,7,308.400
Andaman & Nicobar Islands,1960,8,270.700
Andaman & Nicobar Islands,1960,9,442.400
Andaman & Nicobar Islands,1960,10,400.000
Andaman & Nicobar Islands,1960,11,191.700
Andaman & Nicobar Islands,1960,12,92.800
Andaman & Nicobar Islands,1961,1,82.100
Andaman & Nicobar Islands,1961,2,99.400
Andaman & Nicobar Islands,1961,3,33.200
Andaman & Nicobar Islands,1961,4,88.100
Andaman & Nicobar Islands,1961,5,973.100
Andaman & Nicobar Islands,1961,6,383.300
Andaman & Nicobar Islands,1961,7,304.900
Andaman & Nicobar Islands,1961,8,557.100
Andaman & Nicobar Islands,1961,9,612.000
Andaman & Nicobar Islands,1961,10,379.900
Andaman & Nicobar Islands,1961,11,280.600
Andaman & Nicobar Islands,1961,12,144.500
Andaman & Nicobar Islands,1962,1,152.400
Andaman & Nicobar Islands,1962,2,14.900
Andaman & Nicobar Islands,1962,3,17.300
Andaman & Nicobar Islands,1962,4,46.400
Andaman & Nicobar Islands,1962,5,310.400
Andaman & Nicobar Islands,1962,6,367.700
Andaman & Nicobar Islands,1962,7,409.100
Andaman & Nicobar Islands,1962,8,420.600
Andaman & Nicobar Islands,1962,9,474.500
Andaman & Nicobar Islands,1962,10,259.800
Andaman & Nicobar Islands,1962,11,101.700
Andaman & Nicobar Islands,1962,12,384.900
Andaman & Nicobar Islands,1963,1,79.900
Andaman & Nicobar Islands,1963,2,26.800
Andaman & Nicobar Islands,1963,3,7.400
Andaman & Nicobar Islands,1963,4,69.500
Andaman & Nicobar Islands,1963,5,259.900
Andaman & Nicobar Islands,1963,6,434.700
Andaman & Nicobar Islands,1963,7,303.300
Andaman & Nicobar Islands,1963,8,601.200
Andaman & Nicobar Islands,1963,9,614.300
Andaman & Nicobar Islands,1963,10,295.500
Andaman & Nicobar Islands,1963,11,109.300
Andaman & Nicobar Islands,1963,12,179.900
Andaman & Nicobar Islands,1964,1,65.500
Andaman & Nicobar Islands,1964,2,21.900
Andaman & Nicobar Islands,1964,3,3.100
Andaman & Nicobar Islands,1964,4,18.100
Andaman & Nicobar Islands,1964,5,530.600
Andaman & Nicobar Islands,1964,6,465.300
Andaman & Nicobar Islands,1964,7,287.300
Andaman & Nicobar Islands,1964,8,472.100
Andaman & Nicobar Islands,1964,9,521.200
Andaman & Nicobar Islands,1964,10,218.900
Andaman & Nicobar Islands,1964,11,349.200
Andaman & Nicobar Islands,1964,12,101.600
Andaman & Nicobar Islands,1965,1,11.800
Andaman & Nicobar Islands,1965,2,30.400
Andaman & Nicobar Islands,1965,3,25.300
Andaman & Nicobar Islands,1965,4,51.000
Andaman & Nicobar Islands,1965,5,292.300
Andaman & Nicobar Islands,1965,6,408.800
Andaman & Nicobar Islands,1965,7,392.100
Andaman & Nicobar Islands,1965,8,396.600
Andaman & Nicobar Islands,1965,9,576.800
Andaman & Nicobar Islands,1965,10,290.500
Andaman & Nicobar Islands,1965,11,187.900
Andaman & Nicobar Islands,1965,12,500.400
Andaman & Nicobar Islands,1966,1,79.800
Andaman & Nicobar Islands,1966,2,4.200
Andaman & Nicobar Islands,1966,3,12.000
Andaman & Nicobar Islands,1966,4,38.700
Andaman & Nicobar Islands,1966,5,376.900
Andaman & Nicobar Islands,1966,6,148.800
Andaman & Nicobar Islands,1966,7,433.500
Andaman & Nicobar Islands,1966,8,335.600
Andaman & Nicobar Islands,1966,9,454.100
Andaman & Nicobar Islands,1966,10,171.900
Andaman & Nicobar Islands,1966,11,333.800
Andaman & Nicobar Islands,1966,12,311.900
Andaman & Nicobar Islands,1967,1,164.600
Andaman & Nicobar Islands,1967,2,21.600
Andaman & Nicobar Islands,1967,3,30.000
Andaman & Nicobar Islands,1967,4,63.400
Andaman & Nicobar Islands,1967,5,516.400
Andaman & Nicobar Islands,1967,6,340.800
Andaman & Nicobar Islands,1967,7,537.800
Andaman & Nicobar Islands,1967,8,614.300
Andaman & Nicobar Islands,1967,9,303.500
Andaman & Nicobar Islands,1967,10,427.500
Andaman & Nicobar Islands,1967,11,99.700
Andaman & Nicobar Islands,1967,12,97.000
Andaman & Nicobar Islands,1968,1,22.100
Andaman & Nicobar Islands,1968,2,1.300
Andaman & Nicobar Islands,1968,3,4.200
Andaman & Nicobar Islands,1968,4,81.500
Andaman & Nicobar Islands,1968,5,297.600
Andaman & Nicobar Islands,1968,6,545.200
Andaman & Nicobar Islands,1968,7,519.300
Andaman & Nicobar Islands,1968,8,242.000
Andaman & Nicobar Islands,1968,9,496.800
Andaman & Nicobar Islands,1968,10,281.600
Andaman & Nicobar Islands,1968,11,152.000
Andaman & Nicobar Islands,1968,12,119.200
Andaman & Nicobar Islands,1969,1,106.300
Andaman & Nicobar Islands,1969,2,64.700
Andaman & Nicobar Islands,1969,3,14.600
Andaman & Nicobar Islands,1969,4,20.800
Andaman & Nicobar Islands,1969,5,317.300
Andaman & Nicobar Islands,1969,6,422.800
Andaman & Nicobar Islands,1969,7,345.200
Andaman & Nicobar Islands,1969,8,281.400
Andaman & Nicobar Islands,1969,9,489.800
Andaman & Nicobar Islands,1969,10,146.800
Andaman & Nicobar Islands,1969,11,343.700
Andaman & Nicobar Islands,1969,12,65.800
Andaman & Nicobar Islands,1970,1,72.200
Andaman & Nicobar Islands,1970,2,34.000
Andaman & Nicobar Islands,1970,3,7.800
Andaman & Nicobar Islands,1970,4,58.200
Andaman & Nicobar Islands,1970,5,422.700
Andaman & Nicobar Islands,1970,6,407.300
Andaman & Nicobar Islands,1970,7,564.600
Andaman & Nicobar Islands,1970,8,342.900
Andaman & Nicobar Islands,1970,9,423.500
Andaman & Nicobar Islands,1970,10,386.600
Andaman & Nicobar Islands,1970,11,418.400
Andaman & Nicobar Islands,1970,12,232.700
Andaman & Nicobar Islands,1971,1,41.500
Andaman & Nicobar Islands,1971,2,32.800
Andaman & Nicobar Islands,1971,3,37.700
Andaman & Nicobar Islands,1971,4,35.300
Andaman & Nicobar Islands,1971,5,398.000
Andaman & Nicobar Islands,1971,6,394.600
Andaman & Nicobar Islands,1971,7,421.100
Andaman & Nicobar Islands,1971,8,327.900
Andaman & Nicobar Islands,1971,9,470.200
Andaman & Nicobar Islands,1971,10,505.300
Andaman & Nicobar Islands,1971,11,178.400
Andaman & Nicobar Islands,1971,12,155.900
Andaman & Nicobar Islands,1972,1,13.700
Andaman & Nicobar Islands,1972,2,1.700
Andaman & Nicobar Islands,1972,3,7.500
Andaman & Nicobar Islands,1972,4,178.300
Andaman & Nicobar Islands,1972,5,420.200
Andaman & Nicobar Islands,1972,6,470.000
Andaman & Nicobar Islands,1972,7,544.600
Andaman & Nicobar Islands,1972,8,384.900
Andaman & Nicobar Islands,1972,9,444.500
Andaman & Nicobar Islands,1972,10,263.800
Andaman & Nicobar Islands,1972,11,413.900
Andaman & Nicobar Islands,1972,12,180.000
Andaman & Nicobar Islands,1973,1,18.100
Andaman & Nicobar Islands,1973,2,20.300
Andaman & Nicobar Islands,1973,3,30.500
Andaman & Nicobar Islands,1973,4,29.600
Andaman & Nicobar Islands,1973,5,418.600
Andaman & Nicobar Islands,1973,6,488.600
Andaman & Nicobar Islands,1973,7,371.400
Andaman & Nicobar Islands,1973,8,370.300
Andaman & Nicobar Islands,1973,9,357.500
Andaman & Nicobar Islands,1973,10,247.200
Andaman & Nicobar Islands,1973,11,349.800
Andaman & Nicobar Islands,1973,12,289.100
Andaman & Nicobar Islands,1974,1,22.200
Andaman & Nicobar Islands,1974,2,43.900
Andaman & Nicobar Islands,1974,3,17.200
Andaman & Nicobar Islands,1974,4,301.400
Andaman & Nicobar Islands,1974,5,353.300
Andaman & Nicobar Islands,1974,6,343.800
Andaman & Nicobar Islands,1974,7,257.100
Andaman & Nicobar Islands,1974,8,456.200
Andaman & Nicobar Islands,1974,9,321.600
Andaman & Nicobar Islands,1974,10,398.400
Andaman & Nicobar Islands,1974,11,372.200
Andaman & Nicobar Islands,1974,12,74.800
Andaman & Nicobar Islands,1975,1,276.900
Andaman & Nicobar Islands,1975,2,27.500
Andaman & Nicobar Islands,1975,3,8.000
Andaman & Nicobar Islands,1975,4,24.200
Andaman & Nicobar Islands,1975,5,362.900
Andaman & Nicobar Islands,1975,6,706.300
Andaman & Nicobar Islands,1975,7,173.600
Andaman & Nicobar Islands,1975,8,357.400
Andaman & Nicobar Islands,1975,9,351.800
Andaman & Nicobar Islands,1975,10,373.600
Andaman & Nicobar Islands,1975,11,323.700
Andaman & Nicobar Islands,1975,12,99.700
Andaman & Nicobar Islands,1976,1,20.900
Andaman & Nicobar Islands,1976,2,9.700
Andaman & Nicobar Islands,1976,3,0.600
Andaman & Nicobar Islands,1976,4,161.600
Andaman & Nicobar Islands,1976,5,551.400
Andaman & Nicobar Islands,1976,6,441.400
Andaman & Nicobar Islands,1976,7,382.100
Andaman & Nicobar Islands,1976,8,487.700
Andaman & Nicobar Islands,1976,9,387.000
Andaman & Nicobar Islands,1976,10,166.800
Andaman & Nicobar Islands,1976,11,307.200
Andaman & Nicobar Islands,1976,12,359.600
Andaman & Nicobar Islands,1977,1,79.700
Andaman & Nicobar Islands,1977,2,43.200
Andaman & Nicobar Islands,1977,3,6.100
Andaman & Nicobar Islands,1977,4,6.900
Andaman & Nicobar Islands,1977,5,275.300
Andaman & Nicobar Islands,1977,6,339.300
Andaman & Nicobar Islands,1977,7,341.100
Andaman & Nicobar Islands,1977,8,345.500
Andaman & Nicobar Islands,1977,9,467.100
Andaman & Nicobar Islands,1977,10,263.600
Andaman & Nicobar Islands,1977,11,153.300
Andaman & Nicobar Islands,1977,12,67.100
Andaman & Nicobar Islands,1978,1,109.600
Andaman & Nicobar Islands,1978,2,29.300
Andaman & Nicobar Islands,1978,3,18.900
Andaman & Nicobar Islands,1978,4,63.400
Andaman & Nicobar Islands,1978,5,343.600
Andaman & Nicobar Islands,1978,6,462.200
Andaman & Nicobar Islands,1978,7,656.600
Andaman & Nicobar Islands,1978,8,346.300
Andaman & Nicobar Islands,1978,9,310.800
Andaman & Nicobar Islands,1978,10,243.700
Andaman & Nicobar Islands,1978,11,83.400
Andaman & Nicobar Islands,1978,12,44.600
Andaman & Nicobar Islands,1979,1,35.500
Andaman & Nicobar Islands,1979,2,9.400
Andaman & Nicobar Islands,1979,3,3.900
Andaman & Nicobar Islands,1979,4,64.800
Andaman & Nicobar Islands,1979,5,146.300
Andaman & Nicobar Islands,1979,6,282.800
Andaman & Nicobar Islands,1979,7,455.900
Andaman & Nicobar Islands,1979,8,173.600
Andaman & Nicobar Islands,1979,9,330.200
Andaman & Nicobar Islands,1979,10,163.500
Andaman & Nicobar Islands,1979,11,169.800
Andaman & Nicobar Islands,1979,12,13.600
Andaman & Nicobar Islands,1980,1,5.500
Andaman & Nicobar Islands,1980,2,0.800
Andaman & Nicobar Islands,1980,3,9.200
Andaman & Nicobar Islands,1980,4,38.800
Andaman & Nicobar Islands,1980,5,728.400
Andaman & Nicobar Islands,1980,6,604.200
Andaman & Nicobar Islands,1980,7,575.700
Andaman & Nicobar Islands,1980,8,494.400
Andaman & Nicobar Islands,1980,9,271.900
Andaman & Nicobar Islands,1980,10,252.000
Andaman & Nicobar Islands,1980,11,143.700
Andaman & Nicobar Islands,1980,12,500.700
Andaman & Nicobar Islands,1981,1,11.100
Andaman & Nicobar Islands,1981,2,27.800
Andaman & Nicobar Islands,1981,3,1.700
Andaman & Nicobar Islands,1981,4,94.100
Andaman & Nicobar Islands,1981,5,270.800
Andaman & Nicobar Islands,1981,6,600.600
Andaman & Nicobar Islands,1981,7,344.100
Andaman & Nicobar Islands,1981,8,510.700
Andaman & Nicobar Islands,1981,9,452.600
Andaman & Nicobar Islands,1981,10,242.100
Andaman & Nicobar Islands,1981,11,348.400
Andaman & Nicobar Islands,1981,12,170.700
Andaman & Nicobar Islands,1982,1,8.800
Andaman & Nicobar Islands,1982,2,2.800
Andaman & Nicobar Islands,1982,3,6.600
Andaman & Nicobar Islands,1982,4,97.500
Andaman & Nicobar Islands,1982,5,229.200
Andaman & Nicobar Islands,1982,6,448.700
Andaman & Nicobar Islands,1982,7,410.500
Andaman & Nicobar Islands,1982,8,347.600
Andaman & Nicobar Islands,1982,9,369.000
Andaman & Nicobar Islands,1982,10,164.500
Andaman & Nicobar Islands,1982,11,238.800
Andaman & Nicobar Islands,1982,12,60.500
Andaman & Nicobar Islands,1983,1,22.100
Andaman & Nicobar Islands,1983,2,0.000
Andaman & Nicobar Islands,1983,3,3.100
Andaman & Nicobar Islands,1983,4,9.100
Andaman & Nicobar Islands,1983,5,240.800
Andaman & Nicobar Islands,1983,6,424.300
Andaman & Nicobar Islands,1983,7,468.900
Andaman & Nicobar Islands,1983,8,493.800
Andaman & Nicobar Islands,1983,9,505.500
Andaman & Nicobar Islands,1983,10,275.800
Andaman & Nicobar Islands,1983,11,261.000
Andaman & Nicobar Islands,1983,12,88.100
Andaman & Nicobar Islands,1984,1,69.400
Andaman & Nicobar Islands,1984,2,173.800
Andaman & Nicobar Islands,1984,3,26.300
Andaman & Nicobar Islands,1984,4,156.600
Andaman & Nicobar Islands,1984,5,162.300
Andaman & Nicobar Islands,1984,6,424.900
Andaman & Nicobar Islands,1984,7,446.400
Andaman & Nicobar Islands,1984,8,125.800
Andaman & Nicobar Islands,1984,9,283.600
Andaman & Nicobar Islands,1984,10,347.100
Andaman & Nicobar Islands,1984,11,158.900
Andaman & Nicobar Islands,1984,12,445.200
Andaman & Nicobar Islands,1985,1,12.000
Andaman & Nicobar Islands,1985,2,19.200
Andaman & Nicobar Islands,1985,3,24.100
Andaman & Nicobar Islands,1985,4,55.000
Andaman & Nicobar Islands,1985,5,278.100
Andaman & Nicobar Islands,1985,6,588.400
Andaman & Nicobar Islands,1985,7,230.900
Andaman & Nicobar Islands,1985,8,375.200
Andaman & Nicobar Islands,1985,9,362.500
Andaman & Nicobar Islands,1985,10,358.900
Andaman & Nicobar Islands,1985,11,232.100
Andaman & Nicobar Islands,1985,12,94.400
Andaman & Nicobar Islands,1986,1,14.800
Andaman & Nicobar Islands,1986,2,0.600
Andaman & Nicobar Islands,1986,3,1.500
Andaman & Nicobar Islands,1986,4,8.200
Andaman & Nicobar Islands,1986,5,302.600
Andaman & Nicobar Islands,1986,6,312.200
Andaman & Nicobar Islands,1986,7,308.500
Andaman & Nicobar Islands,1986,8,444.000
Andaman & Nicobar Islands,1986,9,408.900
Andaman & Nicobar Islands,1986,10,176.100
Andaman & Nicobar Islands,1986,11,163.500
Andaman & Nicobar Islands,1986,12,47.000
Andaman & Nicobar Islands,1987,1,72.400
Andaman & Nicobar Islands,1987,2,35.200
Andaman & Nicobar Islands,1987,3,20.400
Andaman & Nicobar Islands,1987,4,17.700
Andaman & Nicobar Islands,1987,5,162.900
Andaman & Nicobar Islands,1987,6,343.700
Andaman & Nicobar Islands,1987,7,45.300
Andaman & Nicobar Islands,1987,8,666.500
Andaman & Nicobar Islands,1987,9,378.900
Andaman & Nicobar Islands,1987,10,373.400
Andaman & Nicobar Islands,1987,11,313.400
Andaman & Nicobar Islands,1987,12,334.100
Andaman & Nicobar Islands,1988,1,10.200
Andaman & Nicobar Islands,1988,2,39.900
Andaman & Nicobar Islands,1988,3,28.000
Andaman & Nicobar Islands,1988,4,82.700
Andaman & Nicobar Islands,1988,5,427.500
Andaman & Nicobar Islands,1988,6,357.400
Andaman & Nicobar Islands,1988,7,495.600
Andaman & Nicobar Islands,1988,8,354.200
Andaman & Nicobar Islands,1988,9,603.300
Andaman & Nicobar Islands,1988,10,271.400
Andaman & Nicobar Islands,1988,11,583.000
Andaman & Nicobar Islands,1988,12,69.900
Andaman & Nicobar Islands,1989,1,56.000
Andaman & Nicobar Islands,1989,2,12.800
Andaman & Nicobar Islands,1989,3,68.100
Andaman & Nicobar Islands,1989,4,42.600
Andaman & Nicobar Islands,1989,5,379.300
Andaman & Nicobar Islands,1989,6,414.900
Andaman & Nicobar Islands,1989,7,380.100
Andaman & Nicobar Islands,1989,8,413.200
Andaman & Nicobar Islands,1989,9,215.900
Andaman & Nicobar Islands,1989,10,291.800
Andaman & Nicobar Islands,1989,11,255.000
Andaman & Nicobar Islands,1989,12,4.000
Andaman & Nicobar Islands,1990,1,13.400
Andaman & Nicobar Islands,1990,2,0.200
Andaman & Nicobar Islands,1990,3,24.600
Andaman & Nicobar Islands,1990,4,87.500
Andaman & Nicobar Islands,1990,5,424.600
Andaman & Nicobar Islands,1990,6,291.000
Andaman & Nicobar Islands,1990,7,213.200
Andaman & Nicobar Islands,1990,8,293.300
Andaman & Nicobar Islands,1990,9,310.400
Andaman & Nicobar Islands,1990,10,133.600
Andaman & Nicobar Islands,1990,11,291.100
Andaman & Nicobar Islands,1990,12,100.300
Andaman & Nicobar Islands,1991,1,14.100
Andaman & Nicobar Islands,1991,2,3.800
Andaman & Nicobar Islands,1991,3,28.000
Andaman & Nicobar Islands,1991,4,132.900
Andaman & Nicobar Islands,1991,5,191.300
Andaman & Nicobar Islands,1991,6,165.700
Andaman & Nicobar Islands,1991,7,547.200
Andaman & Nicobar Islands,1991,8,486.500
Andaman & Nicobar Islands,1991,9,489.900
Andaman & Nicobar Islands,1991,10,287.600
Andaman & Nicobar Islands,1991,11,130.100
Andaman & Nicobar Islands,1991,12,58.500
Andaman & Nicobar Islands,1992,1,75.900
Andaman & Nicobar Islands,1992,2,10.900
Andaman & Nicobar Islands,1992,3,0.000
Andaman & Nicobar Islands,1992,4,5.100
Andaman & Nicobar Islands,1992,5,241.700
Andaman & Nicobar Islands,1992,6,392.000
Andaman & Nicobar Islands,1992,7,348.200
Andaman & Nicobar Islands,1992,8,372.300
Andaman & Nicobar Islands,1992,9,323.700
Andaman & Nicobar Islands,1992,10,257.300
Andaman & Nicobar Islands,1992,11,64.300
Andaman & Nicobar Islands,1992,12,7.200
Andaman & Nicobar Islands,1993,1,14.900
Andaman & Nicobar Islands,1993,2,0.000
Andaman & Nicobar Islands,1993,3,129.900
Andaman & Nicobar Islands,1993,4,43.700
Andaman & Nicobar Islands,1993,5,181.400
Andaman & Nicobar Islands,1993,6,257.100
Andaman & Nicobar Islands,1993,7,391.700
Andaman & Nicobar Islands,1993,8,226.700
Andaman & Nicobar Islands,1993,9,437.000
Andaman & Nicobar Islands,1993,10,299.300
Andaman & Nicobar Islands,1993,11,189.000
Andaman & Nicobar Islands,1993,12,66.700
Andaman & Nicobar Islands,1994,1,7.200
Andaman & Nicobar Islands,1994,2,35.500
Andaman & Nicobar Islands,1994,3,129.400
Andaman & Nicobar Islands,1994,4,154.600
Andaman & Nicobar Islands,1994,5,403.200
Andaman & Nicobar Islands,1994,6,386.300
Andaman & Nicobar Islands,1994,7,569.700
Andaman & Nicobar Islands,1994,8,460.500
Andaman & Nicobar Islands,1994,9,775.100
Andaman & Nicobar Islands,1994,10,137.500
Andaman & Nicobar Islands,1994,11,180.300
Andaman & Nicobar Islands,1994,12,23.800
Andaman & Nicobar Islands,1995,1,51.800
Andaman & Nicobar Islands,1995,2,12.500
Andaman & Nicobar Islands,1995,3,12.100
Andaman & Nicobar Islands,1995,4,21.100
Andaman & Nicobar Islands,1995,5,314.800
Andaman & Nicobar Islands,1995,6,450.400
Andaman & Nicobar Islands,1995,7,501.400
Andaman & Nicobar Islands,1995,8,555.800
Andaman & Nicobar Islands,1995,9,426.400
Andaman & Nicobar Islands,1995,10,294.700
Andaman & Nicobar Islands,1995,11,452.900
Andaman & Nicobar Islands,1995,12,21.600
Andaman & Nicobar Islands,1996,1,52.200
Andaman & Nicobar Islands,1996,2,4.800
Andaman & Nicobar Islands,1996,3,3.400
Andaman & Nicobar Islands,1996,4,122.700
Andaman & Nicobar Islands,1996,5,298.000
Andaman & Nicobar Islands,1996,6,559.200
Andaman & Nicobar Islands,1996,7,335.500
Andaman & Nicobar Islands,1996,8,328.000
Andaman & Nicobar Islands,1996,9,541.600
Andaman & Nicobar Islands,1996,10,318.500
Andaman & Nicobar Islands,1996,11,254.200
Andaman & Nicobar Islands,1996,12,178.800
Andaman & Nicobar Islands,1997,1,9.500
Andaman & Nicobar Islands,1997,2,0.000
Andaman & Nicobar Islands,1997,3,0.200
Andaman & Nicobar Islands,1997,4,15.600
Andaman & Nicobar Islands,1997,5,281.100
Andaman & Nicobar Islands,1997,6,199.500
Andaman & Nicobar Islands,1997,7,918.500
Andaman & Nicobar Islands,1997,8,430.600
Andaman & Nicobar Islands,1997,9,440.200
Andaman & Nicobar Islands,1997,10,128.700
Andaman & Nicobar Islands,1997,11,292.800
